Day,Month,Year,City,Count,WeekDay,DayForStartYear,isWeekend,DayForStartTrainPeriod
12,10,2012,Сыктывкар-1,362,4,285,0,372
12,10,2012,Смоленск-1,126,4,285,0,372
14,10,2012,Сыктывкар-2,26,6,287,1,374
14,10,2012,Сыктывкар-1,367,6,287,1,374
14,10,2012,Смоленск-1,91,6,287,1,374
14,10,2012,Ухта-1,80,6,287,1,374
15,10,2012,Сыктывкар-2,25,0,288,0,375
15,10,2012,Смоленск-1,65,0,288,0,375
15,10,2012,Ухта-1,73,0,288,0,375
15,10,2012,Сыктывкар-1,287,0,288,0,375
16,10,2012,Сыктывкар-1,230,1,289,0,376
16,10,2012,Ухта-1,94,1,289,0,376
16,10,2012,Сыктывкар-2,31,1,289,0,376
16,10,2012,Смоленск-1,53,1,289,0,376
19,10,2012,Сыктывкар-2,34,4,292,0,379
19,10,2012,Ухта-1,97,4,292,0,379
19,10,2012,Сыктывкар-1,337,4,292,0,379
19,10,2012,Смоленск-1,96,4,292,0,379
20,10,2012,Сыктывкар-2,50,5,293,1,380
20,10,2012,Ухта-1,115,5,293,1,380
20,10,2012,Смоленск-1,86,5,293,1,380
20,10,2012,Сыктывкар-1,445,5,293,1,380
21,10,2012,Смоленск-1,66,6,294,1,381
21,10,2012,Сыктывкар-2,38,6,294,1,381
21,10,2012,Сыктывкар-1,385,6,294,1,381
21,10,2012,Ухта-1,79,6,294,1,381
22,10,2012,Смоленск-1,63,0,295,0,382
22,10,2012,Сыктывкар-2,20,0,295,0,382
22,10,2012,Ухта-1,50,0,295,0,382
22,10,2012,Сыктывкар-1,249,0,295,0,382
23,10,2012,Ухта-1,115,1,296,0,383
23,10,2012,Сыктывкар-1,193,1,296,0,383
23,10,2012,Смоленск-1,54,1,296,0,383
23,10,2012,Сыктывкар-2,25,1,296,0,383
24,10,2012,Сыктывкар-1,231,2,297,0,384
24,10,2012,Смоленск-1,56,2,297,0,384
24,10,2012,Ухта-1,57,2,297,0,384
24,10,2012,Сыктывкар-2,19,2,297,0,384
25,10,2012,Ухта-1,74,3,298,0,385
25,10,2012,Смоленск-1,70,3,298,0,385
25,10,2012,Сыктывкар-2,21,3,298,0,385
25,10,2012,Сыктывкар-1,256,3,298,0,385
26,10,2012,Сыктывкар-1,325,4,299,0,386
26,10,2012,Сыктывкар-2,20,4,299,0,386
26,10,2012,Ухта-1,104,4,299,0,386
26,10,2012,Смоленск-1,87,4,299,0,386
27,10,2012,Сыктывкар-2,46,5,300,1,387
27,10,2012,Сыктывкар-1,403,5,300,1,387
27,10,2012,Ухта-1,121,5,300,1,387
27,10,2012,Смоленск-1,80,5,300,1,387
28,10,2012,Сыктывкар-2,47,6,301,1,388
28,10,2012,Ухта-1,89,6,301,1,388
28,10,2012,Смоленск-1,87,6,301,1,388
28,10,2012,Сыктывкар-1,348,6,301,1,388
29,10,2012,Смоленск-1,49,0,302,0,389
29,10,2012,Ухта-1,59,0,302,0,389
29,10,2012,Сыктывкар-2,22,0,302,0,389
29,10,2012,Сыктывкар-1,225,0,302,0,389
30,10,2012,Ухта-1,95,1,303,0,390
30,10,2012,Сыктывкар-1,220,1,303,0,390
30,10,2012,Сыктывкар-2,19,1,303,0,390
30,10,2012,Смоленск-1,72,1,303,0,390
31,10,2012,Сыктывкар-2,21,2,304,0,391
31,10,2012,Смоленск-1,59,2,304,0,391
31,10,2012,Сыктывкар-1,226,2,304,0,391
31,10,2012,Ухта-1,55,2,304,0,391
2,11,2012,Сыктывкар-2,35,4,306,0,393
2,11,2012,Ухта-1,125,4,306,0,393
2,11,2012,Смоленск-1,76,4,306,0,393
2,11,2012,Сыктывкар-1,348,4,306,0,393
3,11,2012,Сыктывкар-2,36,5,307,1,394
3,11,2012,Сыктывкар-1,499,5,307,1,394
3,11,2012,Ухта-1,125,5,307,1,394
3,11,2012,Сарапул-1,41,5,307,1,394
3,11,2012,Смоленск-1,94,5,307,1,394
4,11,2012,Сыктывкар-1,405,6,308,1,395
4,11,2012,Ухта-1,102,6,308,1,395
4,11,2012,Сарапул-1,54,6,308,1,395
4,11,2012,Смоленск-1,88,6,308,1,395
4,11,2012,Сыктывкар-2,47,6,308,1,395
6,11,2012,Самара-1,1,1,310,0,397
6,11,2012,Сарапул-1,21,1,310,0,397
6,11,2012,Сыктывкар-2,19,1,310,0,397
6,11,2012,Смоленск-1,49,1,310,0,397
6,11,2012,Сыктывкар-1,287,1,310,0,397
6,11,2012,Ухта-1,95,1,310,0,397
7,11,2012,Ухта-1,52,2,311,0,398
7,11,2012,Самара-1,1,2,311,0,398
7,11,2012,Смоленск-1,60,2,311,0,398
7,11,2012,Сыктывкар-2,24,2,311,0,398
7,11,2012,Сыктывкар-1,279,2,311,0,398
7,11,2012,Сарапул-1,20,2,311,0,398
8,11,2012,Сыктывкар-1,267,3,312,0,399
8,11,2012,Смоленск-1,79,3,312,0,399
8,11,2012,Сарапул-1,17,3,312,0,399
8,11,2012,Самара-1,33,3,312,0,399
8,11,2012,Ухта-1,47,3,312,0,399
8,11,2012,Сыктывкар-2,22,3,312,0,399
9,11,2012,Сыктывкар-2,22,4,313,0,400
9,11,2012,Самара-1,30,4,313,0,400
9,11,2012,Ухта-1,110,4,313,0,400
9,11,2012,Смоленск-1,102,4,313,0,400
9,11,2012,Сарапул-1,22,4,313,0,400
9,11,2012,Сыктывкар-1,339,4,313,0,400
10,11,2012,Сыктывкар-1,404,5,314,1,401
10,11,2012,Сыктывкар-2,36,5,314,1,401
10,11,2012,Смоленск-1,90,5,314,1,401
10,11,2012,Самара-1,45,5,314,1,401
10,11,2012,Сарапул-1,43,5,314,1,401
10,11,2012,Ухта-1,89,5,314,1,401
11,11,2012,Сыктывкар-1,422,6,315,1,402
11,11,2012,Сарапул-1,22,6,315,1,402
11,11,2012,Самара-1,25,6,315,1,402
11,11,2012,Ухта-1,68,6,315,1,402
11,11,2012,Сыктывкар-2,27,6,315,1,402
11,11,2012,Смоленск-1,70,6,315,1,402
12,11,2012,Смоленск-1,69,0,316,0,403
12,11,2012,Сыктывкар-2,17,0,316,0,403
12,11,2012,Сыктывкар-1,265,0,316,0,403
12,11,2012,Самара-1,20,0,316,0,403
12,11,2012,Ухта-1,50,0,316,0,403
12,11,2012,Сарапул-1,19,0,316,0,403
14,11,2012,Сыктывкар-2,17,2,318,0,405
14,11,2012,Сыктывкар-1,185,2,318,0,405
14,11,2012,Сарапул-1,24,2,318,0,405
14,11,2012,Ухта-1,60,2,318,0,405
14,11,2012,Челябинск-1,2,2,318,0,405
14,11,2012,Самара-1,38,2,318,0,405
14,11,2012,Смоленск-1,69,2,318,0,405
15,11,2012,Челябинск-1,12,3,319,0,406
15,11,2012,Сыктывкар-1,232,3,319,0,406
15,11,2012,Ухта-1,82,3,319,0,406
15,11,2012,Самара-1,21,3,319,0,406
15,11,2012,Сыктывкар-2,22,3,319,0,406
15,11,2012,Сарапул-1,18,3,319,0,406
15,11,2012,Смоленск-1,59,3,319,0,406
17,11,2012,Ухта-1,138,5,321,1,408
17,11,2012,Смоленск-1,96,5,321,1,408
17,11,2012,Сарапул-1,36,5,321,1,408
17,11,2012,Самара-1,55,5,321,1,408
17,11,2012,Сыктывкар-2,41,5,321,1,408
17,11,2012,Сыктывкар-1,421,5,321,1,408
17,11,2012,Челябинск-1,13,5,321,1,408
18,11,2012,Сыктывкар-1,395,6,322,1,409
18,11,2012,Самара-1,23,6,322,1,409
18,11,2012,Сарапул-1,26,6,322,1,409
18,11,2012,Челябинск-1,12,6,322,1,409
18,11,2012,Смоленск-1,69,6,322,1,409
18,11,2012,Ухта-1,84,6,322,1,409
18,11,2012,Сыктывкар-2,18,6,322,1,409
19,11,2012,Сыктывкар-2,29,0,323,0,410
19,11,2012,Ухта-1,90,0,323,0,410
19,11,2012,Челябинск-1,10,0,323,0,410
19,11,2012,Сарапул-1,14,0,323,0,410
19,11,2012,Самара-1,24,0,323,0,410
19,11,2012,Смоленск-1,69,0,323,0,410
19,11,2012,Сыктывкар-1,220,0,323,0,410
20,11,2012,Самара-1,27,1,324,0,411
20,11,2012,Челябинск-1,15,1,324,0,411
20,11,2012,Ухта-1,128,1,324,0,411
20,11,2012,Сыктывкар-2,20,1,324,0,411
20,11,2012,Смоленск-1,71,1,324,0,411
20,11,2012,Сарапул-1,13,1,324,0,411
20,11,2012,Сыктывкар-1,243,1,324,0,411
22,11,2012,Сарапул-1,23,3,326,0,413
22,11,2012,Ухта-1,56,3,326,0,413
22,11,2012,Самара-1,30,3,326,0,413
22,11,2012,Смоленск-1,98,3,326,0,413
22,11,2012,Сыктывкар-1,236,3,326,0,413
22,11,2012,Сыктывкар-2,25,3,326,0,413
22,11,2012,Челябинск-1,13,3,326,0,413
24,11,2012,Сарапул-1,35,5,328,1,415
24,11,2012,Смоленск-1,145,5,328,1,415
24,11,2012,Челябинск-1,28,5,328,1,415
24,11,2012,Самара-1,49,5,328,1,415
24,11,2012,Сыктывкар-2,42,5,328,1,415
24,11,2012,Ухта-1,137,5,328,1,415
24,11,2012,Сыктывкар-1,461,5,328,1,415
26,11,2012,Сарапул-1,22,0,330,0,417
26,11,2012,Сыктывкар-1,221,0,330,0,417
26,11,2012,Сыктывкар-2,13,0,330,0,417
26,11,2012,Самара-1,21,0,330,0,417
26,11,2012,Ухта-1,69,0,330,0,417
26,11,2012,Челябинск-1,18,0,330,0,417
26,11,2012,Смоленск-1,75,0,330,0,417
27,11,2012,Самара-1,29,1,331,0,418
27,11,2012,Сыктывкар-2,11,1,331,0,418
27,11,2012,Сарапул-1,12,1,331,0,418
27,11,2012,Смоленск-1,55,1,331,0,418
27,11,2012,Сыктывкар-1,185,1,331,0,418
27,11,2012,Челябинск-1,20,1,331,0,418
27,11,2012,Ухта-1,71,1,331,0,418
28,11,2012,Сыктывкар-1,217,2,332,0,419
28,11,2012,Челябинск-1,14,2,332,0,419
28,11,2012,Сарапул-1,29,2,332,0,419
28,11,2012,Самара-1,40,2,332,0,419
28,11,2012,Смоленск-1,68,2,332,0,419
28,11,2012,Ухта-1,48,2,332,0,419
28,11,2012,Сыктывкар-2,17,2,332,0,419
29,11,2012,Челябинск-1,31,3,333,0,420
29,11,2012,Сарапул-1,22,3,333,0,420
29,11,2012,Смоленск-1,76,3,333,0,420
29,11,2012,Сыктывкар-2,24,3,333,0,420
29,11,2012,Ухта-1,66,3,333,0,420
29,11,2012,Сыктывкар-1,217,3,333,0,420
29,11,2012,Самара-1,28,3,333,0,420
30,11,2012,Сыктывкар-2,41,4,334,0,421
30,11,2012,Сарапул-1,36,4,334,0,421
30,11,2012,Ухта-1,100,4,334,0,421
30,11,2012,Челябинск-1,26,4,334,0,421
30,11,2012,Сыктывкар-1,295,4,334,0,421
30,11,2012,Смоленск-1,108,4,334,0,421
30,11,2012,Самара-1,56,4,334,0,421
2,12,2012,Сарапул-1,32,6,336,1,423
2,12,2012,Самара-1,42,6,336,1,423
2,12,2012,Сыктывкар-2,39,6,336,1,423
2,12,2012,Смоленск-1,84,6,336,1,423
2,12,2012,Челябинск-1,26,6,336,1,423
2,12,2012,Сыктывкар-1,352,6,336,1,423
2,12,2012,Ухта-1,99,6,336,1,423
3,12,2012,Челябинск-1,23,0,337,0,424
3,12,2012,Самара-1,40,0,337,0,424
3,12,2012,Ухта-1,66,0,337,0,424
3,12,2012,Сарапул-1,18,0,337,0,424
3,12,2012,Смоленск-1,66,0,337,0,424
3,12,2012,Сыктывкар-1,261,0,337,0,424
3,12,2012,Сыктывкар-2,19,0,337,0,424
4,12,2012,Сыктывкар-1,213,1,338,0,425
4,12,2012,Сыктывкар-2,26,1,338,0,425
4,12,2012,Самара-1,32,1,338,0,425
4,12,2012,Челябинск-1,44,1,338,0,425
4,12,2012,Ухта-1,63,1,338,0,425
4,12,2012,Сарапул-1,15,1,338,0,425
4,12,2012,Смоленск-1,84,1,338,0,425
5,12,2012,Челябинск-1,20,2,339,0,426
5,12,2012,Сарапул-1,25,2,339,0,426
5,12,2012,Ухта-1,65,2,339,0,426
5,12,2012,Самара-1,39,2,339,0,426
5,12,2012,Сыктывкар-2,20,2,339,0,426
5,12,2012,Смоленск-1,79,2,339,0,426
5,12,2012,Сыктывкар-1,230,2,339,0,426
6,12,2012,Ухта-1,63,3,340,0,427
6,12,2012,Сарапул-1,30,3,340,0,427
6,12,2012,Сыктывкар-1,272,3,340,0,427
6,12,2012,Смоленск-1,75,3,340,0,427
6,12,2012,Челябинск-1,28,3,340,0,427
6,12,2012,Самара-1,40,3,340,0,427
6,12,2012,Сыктывкар-2,18,3,340,0,427
7,12,2012,Смоленск-1,102,4,341,0,428
7,12,2012,Самара-1,58,4,341,0,428
7,12,2012,Сарапул-1,25,4,341,0,428
7,12,2012,Челябинск-1,33,4,341,0,428
7,12,2012,Сыктывкар-1,340,4,341,0,428
7,12,2012,Сыктывкар-2,25,4,341,0,428
7,12,2012,Ухта-1,118,4,341,0,428
8,12,2012,Сарапул-1,33,5,342,1,429
8,12,2012,Самара-1,79,5,342,1,429
8,12,2012,Ухта-1,115,5,342,1,429
8,12,2012,Сыктывкар-1,402,5,342,1,429
8,12,2012,Смоленск-1,132,5,342,1,429
8,12,2012,Сыктывкар-2,50,5,342,1,429
8,12,2012,Челябинск-1,42,5,342,1,429
9,12,2012,Сарапул-1,42,6,343,1,430
9,12,2012,Сыктывкар-2,20,6,343,1,430
9,12,2012,Смоленск-1,85,6,343,1,430
9,12,2012,Самара-1,56,6,343,1,430
9,12,2012,Ухта-1,80,6,343,1,430
9,12,2012,Челябинск-1,15,6,343,1,430
9,12,2012,Сыктывкар-1,371,6,343,1,430
10,12,2012,Челябинск-1,22,0,344,0,431
10,12,2012,Сыктывкар-2,18,0,344,0,431
10,12,2012,Сыктывкар-1,251,0,344,0,431
10,12,2012,Сарапул-1,15,0,344,0,431
10,12,2012,Самара-1,29,0,344,0,431
10,12,2012,Смоленск-1,63,0,344,0,431
10,12,2012,Ухта-1,47,0,344,0,431
11,12,2012,Сыктывкар-1,246,1,345,0,432
11,12,2012,Самара-1,40,1,345,0,432
11,12,2012,Смоленск-1,76,1,345,0,432
11,12,2012,Сыктывкар-2,25,1,345,0,432
11,12,2012,Сарапул-1,18,1,345,0,432
11,12,2012,Ухта-1,55,1,345,0,432
11,12,2012,Челябинск-1,17,1,345,0,432
12,12,2012,Челябинск-1,19,2,346,0,433
12,12,2012,Смоленск-1,66,2,346,0,433
12,12,2012,Сыктывкар-1,222,2,346,0,433
12,12,2012,Сарапул-1,16,2,346,0,433
12,12,2012,Белгород-1,5,2,346,0,433
12,12,2012,Самара-1,45,2,346,0,433
12,12,2012,Ухта-1,46,2,346,0,433
12,12,2012,Сыктывкар-2,30,2,346,0,433
13,12,2012,Сыктывкар-1,231,3,347,0,434
13,12,2012,Сарапул-1,28,3,347,0,434
13,12,2012,Челябинск-1,31,3,347,0,434
13,12,2012,Смоленск-1,80,3,347,0,434
13,12,2012,Самара-1,50,3,347,0,434
13,12,2012,Ухта-1,67,3,347,0,434
13,12,2012,Сыктывкар-2,14,3,347,0,434
13,12,2012,Белгород-1,16,3,347,0,434
14,12,2012,Белгород-1,3,4,348,0,435
14,12,2012,Сыктывкар-1,296,4,348,0,435
14,12,2012,Сарапул-1,28,4,348,0,435
14,12,2012,Ухта-1,107,4,348,0,435
14,12,2012,Сыктывкар-2,28,4,348,0,435
14,12,2012,Смоленск-1,103,4,348,0,435
14,12,2012,Челябинск-1,37,4,348,0,435
14,12,2012,Самара-1,71,4,348,0,435
15,12,2012,Сыктывкар-2,39,5,349,1,436
15,12,2012,Сарапул-1,41,5,349,1,436
15,12,2012,Сыктывкар-1,419,5,349,1,436
15,12,2012,Белгород-1,38,5,349,1,436
15,12,2012,Ухта-1,106,5,349,1,436
15,12,2012,Смоленск-1,106,5,349,1,436
15,12,2012,Самара-1,67,5,349,1,436
15,12,2012,Челябинск-1,32,5,349,1,436
16,12,2012,Белгород-1,42,6,350,1,437
16,12,2012,Сарапул-1,28,6,350,1,437
16,12,2012,Челябинск-1,13,6,350,1,437
16,12,2012,Сыктывкар-1,333,6,350,1,437
16,12,2012,Сыктывкар-2,51,6,350,1,437
16,12,2012,Смоленск-1,86,6,350,1,437
16,12,2012,Ухта-1,101,6,350,1,437
16,12,2012,Самара-1,40,6,350,1,437
17,12,2012,Сарапул-1,24,0,351,0,438
17,12,2012,Самара-1,39,0,351,0,438
17,12,2012,Сыктывкар-2,24,0,351,0,438
17,12,2012,Сыктывкар-1,261,0,351,0,438
17,12,2012,Смоленск-1,58,0,351,0,438
17,12,2012,Ухта-1,94,0,351,0,438
17,12,2012,Челябинск-1,26,0,351,0,438
17,12,2012,Белгород-1,24,0,351,0,438
18,12,2012,Челябинск-1,17,1,352,0,439
18,12,2012,Сыктывкар-1,232,1,352,0,439
18,12,2012,Сыктывкар-2,20,1,352,0,439
18,12,2012,Белгород-1,33,1,352,0,439
18,12,2012,Самара-1,43,1,352,0,439
18,12,2012,Ухта-1,52,1,352,0,439
18,12,2012,Сарапул-1,35,1,352,0,439
18,12,2012,Смоленск-1,81,1,352,0,439
19,12,2012,Сыктывкар-1,249,2,353,0,440
19,12,2012,Ухта-1,58,2,353,0,440
19,12,2012,Сыктывкар-2,17,2,353,0,440
19,12,2012,Сарапул-1,25,2,353,0,440
19,12,2012,Самара-1,37,2,353,0,440
19,12,2012,Челябинск-1,18,2,353,0,440
19,12,2012,Белгород-1,29,2,353,0,440
19,12,2012,Смоленск-1,96,2,353,0,440
20,12,2012,Сыктывкар-1,241,3,354,0,441
20,12,2012,Сарапул-1,24,3,354,0,441
20,12,2012,Самара-1,50,3,354,0,441
20,12,2012,Ухта-1,69,3,354,0,441
20,12,2012,Белгород-1,35,3,354,0,441
20,12,2012,Сыктывкар-2,22,3,354,0,441
20,12,2012,Челябинск-1,23,3,354,0,441
20,12,2012,Смоленск-1,98,3,354,0,441
21,12,2012,Белгород-1,55,4,355,0,442
21,12,2012,Челябинск-1,36,4,355,0,442
21,12,2012,Сыктывкар-1,345,4,355,0,442
21,12,2012,Сарапул-1,24,4,355,0,442
21,12,2012,Ухта-1,112,4,355,0,442
21,12,2012,Сыктывкар-2,52,4,355,0,442
21,12,2012,Смоленск-1,123,4,355,0,442
21,12,2012,Самара-1,89,4,355,0,442
22,12,2012,Ухта-1,116,5,356,1,443
22,12,2012,Белгород-1,51,5,356,1,443
22,12,2012,Сарапул-1,35,5,356,1,443
22,12,2012,Смоленск-1,128,5,356,1,443
22,12,2012,Самара-1,84,5,356,1,443
22,12,2012,Сыктывкар-2,40,5,356,1,443
22,12,2012,Сыктывкар-1,411,5,356,1,443
22,12,2012,Челябинск-1,24,5,356,1,443
23,12,2012,Сыктывкар-1,389,6,357,1,444
23,12,2012,Ухта-1,87,6,357,1,444
23,12,2012,Сарапул-1,47,6,357,1,444
23,12,2012,Белгород-1,38,6,357,1,444
23,12,2012,Челябинск-1,27,6,357,1,444
23,12,2012,Смоленск-1,115,6,357,1,444
23,12,2012,Сыктывкар-2,32,6,357,1,444
23,12,2012,Самара-1,91,6,357,1,444
25,12,2012,Сыктывкар-1,276,1,359,0,446
25,12,2012,Челябинск-1,32,1,359,0,446
25,12,2012,Ухта-1,64,1,359,0,446
25,12,2012,Сарапул-1,45,1,359,0,446
25,12,2012,Смоленск-1,73,1,359,0,446
25,12,2012,Сыктывкар-2,26,1,359,0,446
25,12,2012,Белгород-1,26,1,359,0,446
25,12,2012,Самара-1,49,1,359,0,446
26,12,2012,Сыктывкар-2,18,2,360,0,447
26,12,2012,Самара-1,61,2,360,0,447
26,12,2012,Ухта-1,58,2,360,0,447
26,12,2012,Челябинск-1,30,2,360,0,447
26,12,2012,Смоленск-1,129,2,360,0,447
26,12,2012,Сыктывкар-1,289,2,360,0,447
26,12,2012,Сарапул-1,46,2,360,0,447
26,12,2012,Белгород-1,25,2,360,0,447
27,12,2012,Челябинск-1,45,3,361,0,448
27,12,2012,Самара-1,54,3,361,0,448
27,12,2012,Белгород-1,36,3,361,0,448
27,12,2012,Смоленск-1,122,3,361,0,448
27,12,2012,Сарапул-1,37,3,361,0,448
27,12,2012,Ухта-1,88,3,361,0,448
27,12,2012,Сыктывкар-2,29,3,361,0,448
27,12,2012,Сыктывкар-1,365,3,361,0,448
28,12,2012,Ухта-1,124,4,362,0,449
28,12,2012,Смоленск-1,185,4,362,0,449
28,12,2012,Челябинск-1,40,4,362,0,449
28,12,2012,Сыктывкар-2,27,4,362,0,449
28,12,2012,Самара-1,74,4,362,0,449
28,12,2012,Сарапул-1,43,4,362,0,449
28,12,2012,Белгород-1,55,4,362,0,449
28,12,2012,Сыктывкар-1,484,4,362,0,449
29,12,2012,Ухта-1,218,5,363,1,450
29,12,2012,Сыктывкар-1,759,5,363,1,450
29,12,2012,Сыктывкар-2,62,5,363,1,450
29,12,2012,Челябинск-1,49,5,363,1,450
29,12,2012,Самара-1,118,5,363,1,450
29,12,2012,Белгород-1,30,5,363,1,450
29,12,2012,Смоленск-1,190,5,363,1,450
29,12,2012,Сарапул-1,69,5,363,1,450
30,12,2012,Ухта-1,126,6,364,1,451
30,12,2012,Сарапул-1,49,6,364,1,451
30,12,2012,Сыктывкар-2,45,6,364,1,451
30,12,2012,Смоленск-1,109,6,364,1,451
30,12,2012,Белгород-1,32,6,364,1,451
30,12,2012,Самара-1,78,6,364,1,451
30,12,2012,Сыктывкар-1,441,6,364,1,451
30,12,2012,Челябинск-1,37,6,364,1,451
1,1,2013,Белгород-1,35,1,0,0,453
1,1,2013,Сарапул-1,41,1,0,0,453
1,1,2013,Самара-1,47,1,0,0,453
1,1,2013,Сыктывкар-2,49,1,0,0,453
1,1,2013,Ухта-1,134,1,0,0,453
1,1,2013,Челябинск-1,10,1,0,0,453
1,1,2013,Сыктывкар-1,417,1,0,0,453
1,1,2013,Смоленск-1,79,1,0,0,453
2,1,2013,Сарапул-1,75,2,1,0,454
2,1,2013,Челябинск-1,38,2,1,0,454
2,1,2013,Сыктывкар-2,58,2,1,0,454
2,1,2013,Самара-1,29,2,1,0,454
2,1,2013,Белгород-1,41,2,1,0,454
2,1,2013,Смоленск-1,97,2,1,0,454
2,1,2013,Сыктывкар-1,507,2,1,0,454
2,1,2013,Ухта-1,115,2,1,0,454
3,1,2013,Белгород-1,30,3,2,0,455
3,1,2013,Смоленск-1,113,3,2,0,455
3,1,2013,Челябинск-1,47,3,2,0,455
3,1,2013,Сыктывкар-2,50,3,2,0,455
3,1,2013,Самара-1,68,3,2,0,455
3,1,2013,Сарапул-1,76,3,2,0,455
3,1,2013,Сыктывкар-1,464,3,2,0,455
3,1,2013,Ухта-1,131,3,2,0,455
4,1,2013,Сыктывкар-2,42,4,3,0,456
4,1,2013,Сарапул-1,85,4,3,0,456
4,1,2013,Челябинск-1,41,4,3,0,456
4,1,2013,Смоленск-1,132,4,3,0,456
4,1,2013,Белгород-1,21,4,3,0,456
4,1,2013,Ухта-1,158,4,3,0,456
4,1,2013,Сыктывкар-1,395,4,3,0,456
4,1,2013,Самара-1,77,4,3,0,456
5,1,2013,Сарапул-1,72,5,4,1,457
5,1,2013,Челябинск-1,39,5,4,1,457
5,1,2013,Самара-1,75,5,4,1,457
5,1,2013,Сыктывкар-1,420,5,4,1,457
5,1,2013,Белгород-1,32,5,4,1,457
5,1,2013,Ухта-1,134,5,4,1,457
5,1,2013,Сыктывкар-2,31,5,4,1,457
5,1,2013,Смоленск-1,104,5,4,1,457
6,1,2013,Сарапул-1,68,6,5,1,458
6,1,2013,Ухта-1,107,6,5,1,458
6,1,2013,Самара-1,49,6,5,1,458
6,1,2013,Сыктывкар-1,415,6,5,1,458
6,1,2013,Челябинск-1,47,6,5,1,458
6,1,2013,Сыктывкар-2,45,6,5,1,458
6,1,2013,Смоленск-1,109,6,5,1,458
6,1,2013,Белгород-1,33,6,5,1,458
7,1,2013,Челябинск-1,56,0,6,0,459
7,1,2013,Белгород-1,46,0,6,0,459
7,1,2013,Ухта-1,111,0,6,0,459
7,1,2013,Сыктывкар-2,46,0,6,0,459
7,1,2013,Сыктывкар-1,385,0,6,0,459
7,1,2013,Смоленск-1,136,0,6,0,459
7,1,2013,Сарапул-1,54,0,6,0,459
7,1,2013,Самара-1,48,0,6,0,459
8,1,2013,Челябинск-1,32,1,7,0,460
8,1,2013,Ухта-1,83,1,7,0,460
8,1,2013,Сарапул-1,47,1,7,0,460
8,1,2013,Смоленск-1,83,1,7,0,460
8,1,2013,Самара-1,62,1,7,0,460
8,1,2013,Сыктывкар-2,44,1,7,0,460
8,1,2013,Белгород-1,28,1,7,0,460
8,1,2013,Сыктывкар-1,315,1,7,0,460
9,1,2013,Челябинск-1,36,2,8,0,461
9,1,2013,Сыктывкар-2,35,2,8,0,461
9,1,2013,Самара-1,58,2,8,0,461
9,1,2013,Смоленск-1,92,2,8,0,461
9,1,2013,Белгород-1,29,2,8,0,461
9,1,2013,Сарапул-1,38,2,8,0,461
